Month,Type,Value,Year,Unit,Month_num
June,Southwest,58.6,2009,Occupancy rate of rooms,6
June,"West, Westfjords from 2007",55.4,2009,Occupancy rate of rooms,6
June,Total,52.1,2009,Occupancy rate of beds,6
June,East,40.4,2009,Occupancy rate of beds,6
June,Capital region,54.1,2009,Occupancy rate of beds,6
June,North,48.9,2009,Occupancy rate of beds,6
June,South,50.8,2009,Occupancy rate of beds,6
June,Southwest,45.3,2009,Occupancy rate of beds,6
June,"West, Westfjords from 2007",50.9,2009,Occupancy rate of beds,6
July,Total,79.6,2009,Occupancy rate of rooms,7
July,East,71.1,2009,Occupancy rate of rooms,7
July,Capital region,78.8,2009,Occupancy rate of rooms,7
July,North,86.3,2009,Occupancy rate of rooms,7
July,South,82.2,2009,Occupancy rate of rooms,7
July,Southwest,74.8,2009,Occupancy rate of rooms,7
July,"West, Westfjords from 2007",73.4,2009,Occupancy rate of rooms,7
July,Total,68.8,2009,Occupancy rate of beds,7
July,East,62.6,2009,Occupancy rate of beds,7
July,Capital region,65.0,2009,Occupancy rate of beds,7
July,North,80.4,2009,Occupancy rate of beds,7
July,South,77.3,2009,Occupancy rate of beds,7
July,Southwest,63.4,2009,Occupancy rate of beds,7
July,"West, Westfjords from 2007",70.9,2009,Occupancy rate of beds,7
August,Total,80.2,2009,Occupancy rate of rooms,8
August,East,72.4,2009,Occupancy rate of rooms,8
August,Capital region,80.4,2009,Occupancy rate of rooms,8
August,North,85.6,2009,Occupancy rate of rooms,8
August,South,80.5,2009,Occupancy rate of rooms,8
August,Southwest,77.5,2009,Occupancy rate of rooms,8
August,"West, Westfjords from 2007",71.5,2009,Occupancy rate of rooms,8
August,Total,69.5,2009,Occupancy rate of beds,8
August,East,69.0,2009,Occupancy rate of beds,8
August,Capital region,66.7,2009,Occupancy rate of beds,8
August,North,77.3,2009,Occupancy rate of beds,8
August,South,75.2,2009,Occupancy rate of beds,8
August,Southwest,68.4,2009,Occupancy rate of beds,8
August,"West, Westfjords from 2007",69.3,2009,Occupancy rate of beds,8
September,Total,55.0,2009,Occupancy rate of rooms,9
September,East,39.9,2009,Occupancy rate of rooms,9
September,Capital region,64.3,2009,Occupancy rate of rooms,9
September,North,43.9,2009,Occupancy rate of rooms,9
September,South,40.6,2009,Occupancy rate of rooms,9
September,Southwest,47.5,2009,Occupancy rate of rooms,9
September,"West, Westfjords from 2007",34.1,2009,Occupancy rate of rooms,9
September,Total,42.4,2009,Occupancy rate of beds,9
September,East,33.4,2009,Occupancy rate of beds,9
September,Capital region,47.6,2009,Occupancy rate of beds,9
September,North,37.4,2009,Occupancy rate of beds,9
September,South,32.9,2009,Occupancy rate of beds,9
September,Southwest,37.9,2009,Occupancy rate of beds,9
September,"West, Westfjords from 2007",29.1,2009,Occupancy rate of beds,9
October,Total,46.8,2009,Occupancy rate of rooms,10
October,East,18.8,2009,Occupancy rate of rooms,10
October,Capital region,59.6,2009,Occupancy rate of rooms,10
October,North,18.6,2009,Occupancy rate of rooms,10
October,South,31.8,2009,Occupancy rate of rooms,10
October,Southwest,43.8,2009,Occupancy rate of rooms,10
October,"West, Westfjords from 2007",19.5,2009,Occupancy rate of rooms,10
October,Total,36.5,2009,Occupancy rate of beds,10
October,East,14.0,2009,Occupancy rate of beds,10
October,Capital region,45.1,2009,Occupancy rate of beds,10
October,North,13.8,2009,Occupancy rate of beds,10
October,South,27.6,2009,Occupancy rate of beds,10
October,Southwest,31.2,2009,Occupancy rate of beds,10
October,"West, Westfjords from 2007",17.4,2009,Occupancy rate of beds,10
November,Total,32.8,2009,Occupancy rate of rooms,11
November,East,10.6,2009,Occupancy rate of rooms,11
November,Capital region,42.1,2009,Occupancy rate of rooms,11
November,North,12.0,2009,Occupancy rate of rooms,11
November,South,19.4,2009,Occupancy rate of rooms,11
November,Southwest,38.5,2009,Occupancy rate of rooms,11
November,"West, Westfjords from 2007",17.4,2009,Occupancy rate of rooms,11
November,Total,25.6,2009,Occupancy rate of beds,11
November,East,6.4,2009,Occupancy rate of beds,11
November,Capital region,31.6,2009,Occupancy rate of beds,11
November,North,10.7,2009,Occupancy rate of beds,11
November,South,17.0,2009,Occupancy rate of beds,11
November,Southwest,26.0,2009,Occupancy rate of beds,11
November,"West, Westfjords from 2007",17.6,2009,Occupancy rate of beds,11
December,Total,25.6,2009,Occupancy rate of rooms,12
December,East,6.4,2009,Occupancy rate of rooms,12
December,Capital region,33.0,2009,Occupancy rate of rooms,12
December,North,8.7,2009,Occupancy rate of rooms,12
December,South,12.2,2009,Occupancy rate of rooms,12
December,Southwest,33.4,2009,Occupancy rate of rooms,12
December,"West, Westfjords from 2007",5.7,2009,Occupancy rate of rooms,12
December,Total,20.8,2009,Occupancy rate of beds,12
December,East,4.6,2009,Occupancy rate of beds,12
December,Capital region,26.4,2009,Occupancy rate of beds,12
December,North,6.5,2009,Occupancy rate of beds,12
December,South,11.1,2009,Occupancy rate of beds,12
December,Southwest,24.3,2009,Occupancy rate of beds,12
December,"West, Westfjords from 2007",4.9,2009,Occupancy rate of beds,12
January,Total,25.8,2010,Occupancy rate of rooms,1
January,East,7.0,2010,Occupancy rate of rooms,1
January,Capital region,33.2,2010,Occupancy rate of rooms,1
January,North,10.3,2010,Occupancy rate of rooms,1
January,South,10.8,2010,Occupancy rate of rooms,1
January,Southwest,30.4,2010,Occupancy rate of rooms,1
January,"West, Westfjords from 2007",8.9,2010,Occupancy rate of rooms,1
January,Total,19.6,2010,Occupancy rate of beds,1
January,East,4.1,2010,Occupancy rate of beds,1
January,Capital region,24.7,2010,Occupancy rate of beds,1
January,North,7.6,2010,Occupancy rate of beds,1
January,South,9.6,2010,Occupancy rate of beds,1
January,Southwest,21.8,2010,Occupancy rate of beds,1
January,"West, Westfjords from 2007",7.5,2010,Occupancy rate of beds,1
February,Total,37.4,2010,Occupancy rate of rooms,2
February,East,9.3,2010,Occupancy rate of rooms,2
February,Capital region,46.6,2010,Occupancy rate of rooms,2
February,North,25.2,2010,Occupancy rate of rooms,2
February,South,22.2,2010,Occupancy rate of rooms,2
February,Southwest,39.1,2010,Occupancy rate of rooms,2
February,"West, Westfjords from 2007",14.8,2010,Occupancy rate of rooms,2
February,Total,29.3,2010,Occupancy rate of beds,2
February,East,6.4,2010,Occupancy rate of beds,2
February,Capital region,35.6,2010,Occupancy rate of beds,2
February,North,20.7,2010,Occupancy rate of beds,2
February,South,19.9,2010,Occupancy rate of beds,2
February,Southwest,28.8,2010,Occupancy rate of beds,2
February,"West, Westfjords from 2007",12.2,2010,Occupancy rate of beds,2
March,Total,40.7,2010,Occupancy rate of rooms,3
March,East,15.7,2010,Occupancy rate of rooms,3
March,Capital region,50.7,2010,Occupancy rate of rooms,3
March,North,21.5,2010,Occupancy rate of rooms,3
March,South,30.8,2010,Occupancy rate of rooms,3
March,Southwest,35.1,2010,Occupancy rate of rooms,3
March,"West, Westfjords from 2007",14.3,2010,Occupancy rate of rooms,3
March,Total,32.1,2010,Occupancy rate of beds,3
March,East,11.3,2010,Occupancy rate of beds,3
March,Capital region,38.4,2010,Occupancy rate of beds,3
March,North,17.8,2010,Occupancy rate of beds,3
March,South,28.4,2010,Occupancy rate of beds,3
March,Southwest,26.7,2010,Occupancy rate of beds,3
March,"West, Westfjords from 2007",12.2,2010,Occupancy rate of beds,3
April,Total,37.8,2010,Occupancy rate of rooms,4
April,East,16.3,2010,Occupancy rate of rooms,4
April,Capital region,45.8,2010,Occupancy rate of rooms,4
April,North,27.8,2010,Occupancy rate of rooms,4
April,South,25.2,2010,Occupancy rate of rooms,4
April,Southwest,39.2,2010,Occupancy rate of rooms,4
April,"West, Westfjords from 2007",18.5,2010,Occupancy rate of rooms,4
April,Total,30.3,2010,Occupancy rate of beds,4
April,East,12.8,2010,Occupancy rate of beds,4
April,Capital region,35.4,2010,Occupancy rate of beds,4
April,North,23.6,2010,Occupancy rate of beds,4
April,South,23.2,2010,Occupancy rate of beds,4
April,Southwest,29.5,2010,Occupancy rate of beds,4
April,"West, Westfjords from 2007",16.3,2010,Occupancy rate of beds,4
May,Total,44.4,2010,Occupancy rate of rooms,5
May,East,34.9,2010,Occupancy rate of rooms,5
May,Capital region,51.3,2010,Occupancy rate of rooms,5
May,North,32.1,2010,Occupancy rate of rooms,5
May,South,36.0,2010,Occupancy rate of rooms,5
May,Southwest,38.6,2010,Occupancy rate of rooms,5
May,"West, Westfjords from 2007",26.9,2010,Occupancy rate of rooms,5
May,Total,35.2,2010,Occupancy rate of beds,5
May,East,27.6,2010,Occupancy rate of beds,5
May,Capital region,39.2,2010,Occupancy rate of beds,5
May,North,26.3,2010,Occupancy rate of beds,5
May,South,31.8,2010,Occupancy rate of beds,5
May,Southwest,30.8,2010,Occupancy rate of beds,5
May,"West, Westfjords from 2007",23.8,2010,Occupancy rate of beds,5
June,Total,65.8,2010,Occupancy rate of rooms,6
June,East,51.8,2010,Occupancy rate of rooms,6
June,Capital region,70.7,2010,Occupancy rate of rooms,6
June,North,58.1,2010,Occupancy rate of rooms,6
June,South,57.7,2010,Occupancy rate of rooms,6
June,Southwest,67.0,2010,Occupancy rate of rooms,6
June,"West, Westfjords from 2007",57.6,2010,Occupancy rate of rooms,6
June,Total,52.8,2010,Occupancy rate of beds,6
June,East,45.4,2010,Occupancy rate of beds,6
June,Capital region,53.8,2010,Occupancy rate of beds,6
June,North,50.2,2010,Occupancy rate of beds,6
June,South,52.8,2010,Occupancy rate of beds,6
June,Southwest,51.0,2010,Occupancy rate of beds,6
June,"West, Westfjords from 2007",51.2,2010,Occupancy rate of beds,6
July,Total,75.7,2010,Occupancy rate of rooms,7
July,East,70.3,2010,Occupancy rate of rooms,7
July,Capital region,73.7,2010,Occupancy rate of rooms,7
July,North,82.5,2010,Occupancy rate of rooms,7
July,South,80.5,2010,Occupancy rate of rooms,7
July,Southwest,72.7,2010,Occupancy rate of rooms,7
July,"West, Westfjords from 2007",75.2,2010,Occupancy rate of rooms,7
July,Total,64.1,2010,Occupancy rate of beds,7
July,East,63.7,2010,Occupancy rate of beds,7
July,Capital region,59.2,2010,Occupancy rate of beds,7
July,North,74.3,2010,Occupancy rate of beds,7
July,South,73.6,2010,Occupancy rate of beds,7
July,Southwest,65.8,2010,Occupancy rate of beds,7
July,"West, Westfjords from 2007",70.7,2010,Occupancy rate of beds,7
August,Total,74.7,2010,Occupancy rate of rooms,8
August,East,66.3,2010,Occupancy rate of rooms,8
August,Capital region,78.1,2010,Occupancy rate of rooms,8
August,North,71.2,2010,Occupancy rate of rooms,8
August,South,70.0,2010,Occupancy rate of rooms,8
August,Southwest,74.2,2010,Occupancy rate of rooms,8
August,"West, Westfjords from 2007",61.9,2010,Occupancy rate of rooms,8
August,Total,62.0,2010,Occupancy rate of beds,8
August,East,59.6,2010,Occupancy rate of beds,8
August,Capital region,61.4,2010,Occupancy rate of beds,8
August,North,62.9,2010,Occupancy rate of beds,8
August,South,63.4,2010,Occupancy rate of beds,8
August,Southwest,65.4,2010,Occupancy rate of beds,8
August,"West, Westfjords from 2007",60.8,2010,Occupancy rate of beds,8
September,Total,51.1,2010,Occupancy rate of rooms,9
September,East,31.7,2010,Occupancy rate of rooms,9
September,Capital region,59.6,2010,Occupancy rate of rooms,9
September,North,41.8,2010,Occupancy rate of rooms,9
September,South,33.7,2010,Occupancy rate of rooms,9
September,Southwest,57.3,2010,Occupancy rate of rooms,9
September,"West, Westfjords from 2007",33.2,2010,Occupancy rate of rooms,9
September,Total,38.4,2010,Occupancy rate of beds,9
September,East,25.9,2010,Occupancy rate of beds,9
September,Capital region,42.8,2010,Occupancy rate of beds,9
September,North,34.3,2010,Occupancy rate of beds,9
September,South,28.0,2010,Occupancy rate of beds,9
September,Southwest,42.4,2010,Occupancy rate of beds,9
September,"West, Westfjords from 2007",28.8,2010,Occupancy rate of beds,9
October,Total,44.6,2010,Occupancy rate of rooms,10
October,East,19.3,2010,Occupancy rate of rooms,10
October,Capital region,54.7,2010,Occupancy rate of rooms,10
October,North,20.4,2010,Occupancy rate of rooms,10
October,South,31.5,2010,Occupancy rate of rooms,10
October,Southwest,57.7,2010,Occupancy rate of rooms,10
October,"West, Westfjords from 2007",21.2,2010,Occupancy rate of rooms,10
October,Total,34.3,2010,Occupancy rate of beds,10
October,East,12.6,2010,Occupancy rate of beds,10
October,Capital region,40.0,2010,Occupancy rate of beds,10
October,North,16.6,2010,Occupancy rate of beds,10
October,South,30.9,2010,Occupancy rate of beds,10
October,Southwest,39.7,2010,Occupancy rate of beds,10
October,"West, Westfjords from 2007",17.0,2010,Occupancy rate of beds,10
November,Total,32.8,2010,Occupancy rate of rooms,11
November,East,13.9,2010,Occupancy rate of rooms,11
November,Capital region,41.8,2010,Occupancy rate of rooms,11
November,North,13.7,2010,Occupancy rate of rooms,11
November,South,21.1,2010,Occupancy rate of rooms,11
November,Southwest,28.8,2010,Occupancy rate of rooms,11
November,"West, Westfjords from 2007",16.8,2010,Occupancy rate of rooms,11
November,Total,24.9,2010,Occupancy rate of beds,11
November,East,9.7,2010,Occupancy rate of beds,11
November,Capital region,30.2,2010,Occupancy rate of beds,11
November,North,10.8,2010,Occupancy rate of beds,11
November,South,20.6,2010,Occupancy rate of beds,11
November,Southwest,23.2,2010,Occupancy rate of beds,11
November,"West, Westfjords from 2007",12.2,2010,Occupancy rate of beds,11
December,Total,24.2,2010,Occupancy rate of rooms,12
December,East,6.1,2010,Occupancy rate of rooms,12
December,Capital region,32.6,2010,Occupancy rate of rooms,12
December,North,8.4,2010,Occupancy rate of rooms,12
December,South,11.0,2010,Occupancy rate of rooms,12
December,Southwest,31.3,2010,Occupancy rate of rooms,12
December,"West, Westfjords from 2007",6.3,2010,Occupancy rate of rooms,12
December,Total,19.3,2010,Occupancy rate of beds,12
December,East,4.9,2010,Occupancy rate of beds,12
December,Capital region,24.8,2010,Occupancy rate of beds,12
December,North,6.8,2010,Occupancy rate of beds,12
December,South,11.5,2010,Occupancy rate of beds,12
December,Southwest,25.9,2010,Occupancy rate of beds,12
December,"West, Westfjords from 2007",5.2,2010,Occupancy rate of beds,12
January,Total,25.6,2011,Occupancy rate of rooms,1
January,East,7.4,2011,Occupancy rate of rooms,1
January,Capital region,33.6,2011,Occupancy rate of rooms,1
January,North,8.7,2011,Occupancy rate of rooms,1
January,South,11.3,2011,Occupancy rate of rooms,1
January,Southwest,28.2,2011,Occupancy rate of rooms,1
January,"West, Westfjords from 2007",6.7,2011,Occupancy rate of rooms,1
January,Total,19.2,2011,Occupancy rate of beds,1
January,East,4.9,2011,Occupancy rate of beds,1
January,Capital region,24.5,2011,Occupancy rate of beds,1
January,North,6.1,2011,Occupancy rate of beds,1
January,South,9.7,2011,Occupancy rate of beds,1
January,Southwest,21.8,2011,Occupancy rate of beds,1
January,"West, Westfjords from 2007",5.5,2011,Occupancy rate of beds,1
February,Total,38.1,2011,Occupancy rate of rooms,2
February,East,8.1,2011,Occupancy rate of rooms,2
February,Capital region,47.5,2011,Occupancy rate of rooms,2
February,North,19.0,2011,Occupancy rate of rooms,2
February,South,25.6,2011,Occupancy rate of rooms,2
February,Southwest,43.8,2011,Occupancy rate of rooms,2
February,"West, Westfjords from 2007",11.2,2011,Occupancy rate of rooms,2
February,Total,29.6,2011,Occupancy rate of beds,2
February,East,5.7,2011,Occupancy rate of beds,2
February,Capital region,35.9,2011,Occupancy rate of beds,2
February,North,15.0,2011,Occupancy rate of beds,2
February,South,22.6,2011,Occupancy rate of beds,2
February,Southwest,32.9,2011,Occupancy rate of beds,2
February,"West, Westfjords from 2007",8.8,2011,Occupancy rate of beds,2
March,Total,41.6,2011,Occupancy rate of rooms,3
March,East,15.3,2011,Occupancy rate of rooms,3
March,Capital region,54.5,2011,Occupancy rate of rooms,3
March,North,19.7,2011,Occupancy rate of rooms,3
March,South,22.4,2011,Occupancy rate of rooms,3
March,Southwest,41.0,2011,Occupancy rate of rooms,3
March,"West, Westfjords from 2007",15.1,2011,Occupancy rate of rooms,3
March,Total,31.6,2011,Occupancy rate of beds,3
March,East,11.0,2011,Occupancy rate of beds,3
March,Capital region,39.4,2011,Occupancy rate of beds,3
March,North,16.4,2011,Occupancy rate of beds,3
March,South,20.1,2011,Occupancy rate of beds,3
March,Southwest,33.2,2011,Occupancy rate of beds,3
March,"West, Westfjords from 2007",13.0,2011,Occupancy rate of beds,3
April,Total,45.3,2011,Occupancy rate of rooms,4
April,East,19.1,2011,Occupancy rate of rooms,4
April,Capital region,56.1,2011,Occupancy rate of rooms,4
April,North,22.4,2011,Occupancy rate of rooms,4
April,South,29.9,2011,Occupancy rate of rooms,4
April,Southwest,49.1,2011,Occupancy rate of rooms,4
April,"West, Westfjords from 2007",29.9,2011,Occupancy rate of rooms,4
April,Total,37.2,2011,Occupancy rate of beds,4
April,East,15.4,2011,Occupancy rate of beds,4
April,Capital region,44.7,2011,Occupancy rate of beds,4
April,North,19.7,2011,Occupancy rate of beds,4
April,South,27.3,2011,Occupancy rate of beds,4
April,Southwest,37.7,2011,Occupancy rate of beds,4
April,"West, Westfjords from 2007",24.9,2011,Occupancy rate of beds,4
May,Total,49.7,2011,Occupancy rate of rooms,5
May,East,29.5,2011,Occupancy rate of rooms,5
May,Capital region,60.3,2011,Occupancy rate of rooms,5
